"STATION","STATION_NAME","DATE","TPCP","MNTM"
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730501,3.98,57.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730601,5.25,69.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730701,2.64,73.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730801,0.84,75.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19730901,3.03,67.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19731001,2.26,57.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19731101,1.42,45.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19731201,5.96,37.2
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740101,2.83,35.1
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740201,1.41,31.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740301,4.6,42.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740401,2.33,52.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740501,2.69,59.5
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740601,2.38,67.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740701,1.29,76.6
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740801,4.24,75.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19740901,5.98,66.9
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19741001,2.19,54.3
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19741101,1.11,47.8
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19741201,6.07,39.7
"GHCND:USW00094789","NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US",19750101,5.06,37.9
